Number of headquarters of authorized financial institutions,Number of branches of financial institutions,Number of banking service outposts of financial institutions,Number of electronic service outposts of financial institutions,Number of correspondents of financial institutions ,Number of ATMs of financial institutions,Number of POSs of financial institutions,Number of authorized credit unions ,Number of credit unions banking service outposts,Number of credit unions electronic service outposts,Number of credit unions correspondents,Number of branches of finance companies,Number of banking services outpost of finance companies,Number of electronic service outposts of finance companies,"Number of microentrepreneur, and small business credit companies correspondents",Adults with a banking relationship (million),Date,Região,Total invesment activity,Number Fintechs Brazil,Área,População
0.7225441341422655,11.260006641348777,8.144846302531825,14.649906815603059,82.32676517640137,89.95349974202578,5287.764017951112,0.4899887616264166,2.250919675374333,0.9442829777038889,0.32990413310387867,0.11681851270563573,0.03785785133978936,24.477805023412376,0.022714710803873616,67.0,2019,Southeast,931194.977669276,0.029204628176408932,924511.0,88371433.0
0.7128092580834625,11.00257325223821,8.29952266657725,14.524435079734044,81.61611922410874,0.015143140535915743,8347.98071629218,0.48025388556761356,2.3179821548905313,0.9464462834947339,0.38182347208416123,0.08653223163380425,0.03569454554894425,24.720095271987027,0.022714710803873616,,2020,Southeast,,,924511.0,
0.6969800996577515,4.40900595380513,2.2955264973802563,3.4571599968098425,34.46757308755249,,,0.620693720590734,1.5881437096679116,,0.020805376109186615,0.03294184550621214,,9.462978566995044,0.020805376109186615,14.0,2005,South,,,576774.0,26973511.0
0.7212530384518027,4.596254338787809,2.508781602499419,3.6288043497106317,42.09100965022695,26.72103804956534,,0.6414990966999206,1.7337813424322177,,0.020805376109186615,0.03987697087594101,,10.425227212044925,0.2444631692829427,15.0,2006,South,,,576774.0,27308863.0
0.740324633218557,4.778301379743192,2.779251491918845,3.9582228047727535,53.65533120424985,45.48748730005167,662.2056472725885,0.6623044728091072,1.8967567886208463,,0.050279658930534314,0.04161075221837323,,12.041111423191753,0.29647660955590927,15.0,2007,South,,,576774.0,26733877.0
0.7697989160399047,5.001959172916949,3.2560413610877053,4.66733937382753,59.03352092847459,47.39291299538468,879.5646128292884,0.6900449742880227,2.0892065176308225,,1.201510470305527,0.045078314903237666,,21.426069829777347,0.28954148418618036,16.0,2008,South,,,576774.0,27497970.0
0.7680651346974725,5.390326193621765,3.7085582914625137,5.369520817512578,69.70147752846002,48.87529604316422,960.123029124059,0.6813760675758616,2.325000780201604,,2.201902304888917,0.045078314903237666,,21.854313821358105,0.27393745210429044,17.0,2009,South,,,576774.0,27719118.0
0.7819353854369302,5.54983407712553,4.06571724800355,6.043961759718711,75.62407459420848,51.205498167393124,943.0591531518411,0.6865774116031582,2.557327480087521,,2.890213497834507,0.05201344027296653,,21.015163651620913,0.029474282821347703,18.0,2010,South,,,576774.0,27384815.0
0.7663313533550403,5.841109342654142,4.278972353122714,7.21599794720289,81.70964710614557,51.58693006272821,980.8625215422331,0.6727071608637005,2.7324393956731754,,3.4432897460703846,0.05201344027296653,,21.055040622496854,0.027740501478915484,18.0,2011,South,,,576774.0,27562433.0
0.7593962279853114,6.14452107757978,4.915270105795337,7.886971326724159,85.52223227815401,49.45091144885172,1236.373345539154,0.6623044728091072,2.9318242500528804,,3.9304823032938376,0.05721478430026319,,20.219358015444524,0.038143189533508794,19.0,2012,South,,,576774.0,27731644.0
0.7281881638215315,6.359509964041375,5.307104689185019,9.11448851716617,86.55209839555874,54.83430251710375,1324.1945718773732,0.6310964086453272,3.200560358129874,,4.155873877810026,0.06588369101242428,,18.544525238655,0.048545877588102096,20.0,2013,South,94837.83943104232,0.06761747235485649,576774.0,28795762.0
